maker-Nitab12-augustus-gene-1189.3	augustus-Nitab12-processed-gene-667.1
maker-Nitab13-augustus-gene-870.2	augustus-Nitab02-processed-gene-1243.2
maker-Nitab05-augustus-gene-1216.1	maker-Nitab22-augustus-gene-283.31
maker-Nitab16-augustus-gene-1196.8	augustus-Nitab17-processed-gene-339.0
maker-Nitab03-augustus-gene-1488.7	maker-Nitab22-augustus-gene-172.9
maker-Nitab16-pred_gff_Mikado_loci-gene-981.6	maker-Nitab12-augustus-gene-658.0
maker-Nitab08-augustus-gene-1472.1	maker-Nitab21-pred_gff_Mikado_loci-gene-809.7
maker-Nitab03-augustus-gene-465.3	maker-Nitab17-augustus-gene-1108.25
maker-Nitab08-augustus-gene-249.18	maker-Nitab22-augustus-gene-20.12
maker-Nitab10-pred_gff_Mikado_loci-gene-1451.2	maker-Nitab21-pred_gff_Mikado_loci-gene-945.0
maker-Nitab18-augustus-gene-274.12	maker-Nitab09-augustus-gene-957.0
maker-Nitab06-pred_gff_Mikado_loci-gene-1800.0	maker-Nitab15-augustus-gene-126.0
maker-Nitab01-pred_gff_Mikado_loci-gene-542.0	maker-Nitab23-pred_gff_Mikado_loci-gene-602.9
augustus-Nitab20-processed-gene-332.2	augustus-Nitab24-processed-gene-472.1
augustus-Nitab11-processed-gene-1333.0	augustus-Nitab13-processed-gene-157.13
maker-Nitab10-pred_gff_Mikado_loci-gene-28.20	maker-Nitab02-augustus-gene-15.10
maker-Nitab11-pred_gff_Mikado_loci-gene-804.5	maker-Nitab15-pred_gff_Mikado_loci-gene-684.9
maker-Nitab16-pred_gff_Mikado_loci-gene-182.0	maker-Nitab23-pred_gff_Mikado_loci-gene-1326.9
maker-Nitab16-augustus-gene-1379.14	maker-Nitab12-augustus-gene-1057.10
maker-Nitab17-augustus-gene-1354.40	maker-Nitab17-augustus-gene-1331.18
maker-Nitab09-augustus-gene-69.5	maker-Nitab18-augustus-gene-1432.17
maker-Nitab05-augustus-gene-1171.2	maker-Nitab02-augustus-gene-327.2
maker-Nitab06-augustus-gene-741.10	augustus-Nitab02-processed-gene-349.0
maker-Nitab20-pred_gff_Mikado_loci-gene-1367.26	maker-Nitab04-augustus-gene-243.16
maker-Nitab11-augustus-gene-1362.5	maker-Nitab13-augustus-gene-133.2
maker-Nitab01-pred_gff_Mikado_loci-gene-395.1	maker-Nitab18-augustus-gene-1408.9
maker-Nitab08-augustus-gene-347.8	maker-Nitab23-augustus-gene-860.1
maker-Nitab16-pred_gff_Mikado_loci-gene-1327.19	maker-Nitab18-augustus-gene-1225.0
maker-Nitab10-augustus-gene-607.10	maker-Nitab02-augustus-gene-574.0
maker-Nitab08-pred_gff_Mikado_loci-gene-1176.2	maker-Nitab21-augustus-gene-361.17
maker-Nitab13-augustus-gene-928.8	maker-Nitab02-augustus-gene-1214.6
maker-Nitab08-augustus-gene-1744.20	maker-Nitab18-augustus-gene-1423.3
maker-Nitab20-augustus-gene-325.7	maker-Nitab24-augustus-gene-476.8
maker-Nitab06-augustus-gene-1718.12	maker-Nitab04-augustus-gene-99.21
maker-Nitab18-augustus-gene-353.0	maker-Nitab09-augustus-gene-933.4
maker-Nitab16-augustus-gene-1089.4	maker-Nitab12-augustus-gene-877.15
maker-Nitab22-pred_gff_Mikado_loci-gene-1055.1	maker-Nitab17-augustus-gene-173.6
maker-Nitab07-pred_gff_Mikado_loci-gene-88.9	maker-Nitab19-pred_gff_Mikado_loci-gene-753.1
maker-Nitab06-pred_gff_Mikado_loci-gene-1421.9	maker-Nitab04-pred_gff_Mikado_loci-gene-410.10
maker-Nitab18-pred_gff_Mikado_loci-gene-353.12	augustus-Nitab09-processed-gene-933.6
maker-Nitab06-augustus-gene-1422.7	maker-Nitab04-pred_gff_Mikado_loci-gene-401.39
maker-Nitab11-augustus-gene-1394.19	maker-Nitab13-pred_gff_Mikado_loci-gene-72.16
maker-Nitab01-augustus-gene-28.5	maker-Nitab15-pred_gff_Mikado_loci-gene-204.7
maker-Nitab05-augustus-gene-1435.3	maker-Nitab15-pred_gff_Mikado_loci-gene-1113.29
maker-Nitab16-augustus-gene-392.2	maker-Nitab12-pred_gff_Mikado_loci-gene-241.0
maker-Nitab06-augustus-gene-1801.11	maker-Nitab15-augustus-gene-126.8
augustus-Nitab13-processed-gene-909.10	maker-Nitab13-pred_gff_Mikado_loci-gene-819.7
maker-Nitab10-pred_gff_Mikado_loci-gene-472.0	maker-Nitab02-pred_gff_Mikado_loci-gene-297.0
maker-Nitab20-augustus-gene-1146.0	maker-Nitab15-augustus-gene-239.2
augustus-Nitab18-processed-gene-141.40	augustus-Nitab22-processed-gene-30.6
maker-Nitab10-pred_gff_Mikado_loci-gene-1407.0	augustus-Nitab02-processed-gene-1206.4
maker-Nitab22-augustus-gene-1180.5	maker-Nitab19-augustus-gene-1530.5
maker-Nitab11-augustus-gene-148.6	maker-Nitab13-pred_gff_Mikado_loci-gene-1331.23
maker-Nitab20-pred_gff_Mikado_loci-gene-467.35	augustus-Nitab24-processed-gene-5.0
maker-Nitab01-pred_gff_Mikado_loci-gene-589.4	maker-Nitab19-pred_gff_Mikado_loci-gene-2.2
augustus-Nitab03-processed-gene-84.0	augustus-Nitab17-processed-gene-832.3
maker-Nitab21-augustus-gene-456.4	maker-Nitab02-pred_gff_Mikado_loci-gene-1052.13
maker-Nitab08-augustus-gene-1499.3	maker-Nitab21-augustus-gene-821.0
maker-Nitab08-augustus-gene-13.6	maker-Nitab22-augustus-gene-368.5
maker-Nitab10-pred_gff_Mikado_loci-gene-153.13	maker-Nitab10-augustus-gene-153.4
maker-Nitab03-pred_gff_Mikado_loci-gene-575.29	maker-Nitab14-pred_gff_Mikado_loci-gene-754.25
maker-Nitab07-augustus-gene-346.9	augustus-Nitab19-processed-gene-1146.43
maker-Nitab13-pred_gff_Mikado_loci-gene-1422.2	maker-Nitab23-augustus-gene-1361.11
maker-Nitab11-pred_gff_Mikado_loci-gene-1392.12	maker-Nitab13-pred_gff_Mikado_loci-gene-95.3
maker-Nitab05-augustus-gene-223.0	maker-Nitab24-pred_gff_Mikado_loci-gene-282.15
maker-Nitab10-augustus-gene-218.4	maker-Nitab02-pred_gff_Mikado_loci-gene-167.23
maker-Nitab16-pred_gff_Mikado_loci-gene-644.0	maker-Nitab12-pred_gff_Mikado_loci-gene-814.14
maker-Nitab10-augustus-gene-590.9	maker-Nitab02-augustus-gene-569.13
maker-Nitab05-pred_gff_Mikado_loci-gene-236.0	maker-Nitab24-augustus-gene-277.7
maker-Nitab10-pred_gff_Mikado_loci-gene-1120.2	augustus-Nitab02-processed-gene-1005.4
maker-Nitab10-pred_gff_Mikado_loci-gene-371.1	maker-Nitab10-augustus-gene-267.3
maker-Nitab20-augustus-gene-1030.4	maker-Nitab12-augustus-gene-897.3
maker-Nitab20-pred_gff_Mikado_loci-gene-1446.0	maker-Nitab15-augustus-gene-6.0
maker-Nitab20-pred_gff_Mikado_loci-gene-1439.5	maker-Nitab24-pred_gff_Mikado_loci-gene-179.2
maker-Nitab10-pred_gff_Mikado_loci-gene-74.10	maker-Nitab02-augustus-gene-55.13
maker-Nitab22-pred_gff_Mikado_loci-gene-926.8	maker-Nitab17-pred_gff_Mikado_loci-gene-1240.0
maker-Nitab03-pred_gff_Mikado_loci-gene-1467.11	maker-Nitab17-augustus-gene-1408.5
maker-Nitab05-pred_gff_Mikado_loci-gene-386.41	maker-Nitab02-augustus-gene-78.11
maker-Nitab05-pred_gff_Mikado_loci-gene-548.4	maker-Nitab15-augustus-gene-774.9
maker-Nitab06-augustus-gene-1926.19	augustus-Nitab06-processed-gene-1893.11
maker-Nitab18-pred_gff_Mikado_loci-gene-1084.0	maker-Nitab09-pred_gff_Mikado_loci-gene-510.2
maker-Nitab03-augustus-gene-1715.40	maker-Nitab24-pred_gff_Mikado_loci-gene-771.11
maker-Nitab07-pred_gff_Mikado_loci-gene-108.0	maker-Nitab19-augustus-gene-926.13
maker-Nitab01-pred_gff_Mikado_loci-gene-1036.7	maker-Nitab01-pred_gff_Mikado_loci-gene-966.5
